Licensee Name,Street,City,State,Zip,Licensee Number,Channel Type,Account Name,Location
DON JORGE'S RESTAURANT BAR & GRILL,108 EAST DIAMOND AVENUE,GAITHERSBURG,MD,20877,BBWLHR852,On Premise,"GARCIAS & FUENTES, INC","108 EAST DIAMOND AVENUE
GAITHERSBURG, MD 20877
(39.141863, -77.19629)"
MARRIOTT HOTEL - BETHESDA,5151 POOKS HILL ROAD,BETHESDA,MD,20814,BBWLHM002,On Premise,MARRIOTT CORPORATION,"5151 POOKS HILL ROAD
BETHESDA, MD 20814
(39.01505, -77.103852)"
ALFIO'S,4515 WILLARD AVENUE,CHEVY CHASE,MD,20815,BBWLHR830,On Premise,"ALFIO'S, LLC","4515 WILLARD AVENUE
CHEVY CHASE, MD 20815
(38.962385, -77.090858)"
ABOL ETHIOPIAN CUISINE,8626 COLESVILLE ROAD,SILVER SPRING,MD,20910,HBW313,On Premise,"ABOL, LLC","8626 COLESVILLE ROAD
SILVER SPRING, MD 20910
(38.996755, -77.027595)"
MOGOTILLO RESTAURANT,7637 NEW HAMPSHIRE AVE,TAKOMA PARK,MD,20912,BBWLHR494,On Premise,"MOGOTILLO RESTAURANT, LLC","7637 NEW HAMPSHIRE AVE
TAKOMA PARK, MD 20912
(38.986861, -76.987872)"
MOM'S ORGANIC MARKET,5566 RANDOLPH ROAD,ROCKVILLE,MD,20852,ABWS037,Off Premise,"MOM'S ORGANIC MARKET,INC","5566 RANDOLPH ROAD
ROCKVILLE, MD 20852
(39.053265, -77.113062)"
CHARM THAI RESTAURANT,"8408 GEORGIA AVE, UNIT A",SILVER SPRING,MD,20910,HBW291,On Premise,"DEEWANDEEKERN, INC.","8408 GEORGIA AVE, UNIT A
SILVER SPRING, MD 20910
(38.993652, -77.026791)"
LA MEXICANA - GAITHERSBURG,16143 SHADY GROVE ROAD,GAITHERSBURG,MD,20877,BBWLHR828,On Premise,LA MEXICANA INC.,"16143 SHADY GROVE ROAD
GAITHERSBURG, MD 20877
(39.120909, -77.179379)"
VACE,4705 MILLER AVE,BETHESDA,MD,20814,ABW136,Off Premise,VACE INC.,"4705 MILLER AVE
BETHESDA, MD 20814
(38.980562, -77.093118)"
QUICK CONVENIENT MART,"8441 SNOUFFER SCHOOL ROAD, UNIT A",GAITHERSBURG,MD,20879,ABWS248,Off Premise,SHUVASHREE CORP.,"8441 SNOUFFER SCHOOL ROAD, UNIT A
GAITHERSBURG, MD 20879
(39.167683, -77.17422)"
ARCLIGHT CINEMAS,7101 DEMOCRACY BOULEVARD,BETHESDA,MD,20817,BBWLHR862,On Premise,PACIFIC THEATRES EXHIBITION,"7101 DEMOCRACY BOULEVARD
BETHESDA, MD 20817
(39.0242, -77.1459)"
HUNAN MANOR RESTAURANT,11237 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904,BBWLHR718,On Premise,"YANLIN, INC","11237 NEW HAMPSHIRE AVE
SILVER SPRING, MD 20904
(39.040301, -76.990785)"
THAT'S AMORE,15201 SHADY GROVE ROAD,ROCKVILLE,MD,20850,BBWLHR785,On Premise,"W.R.K.B, LLC","15201 SHADY GROVE ROAD
ROCKVILLE, MD 20850
(39.104659, -77.190356)"
PEPPERS CAFE,"216 MARKET STREET, WEST",GAITHERSBURG,MD,20878,DBW20505,On/Off-Premise,MONSOON KITCHENS LLC,"216 MARKET STREET, WEST
GAITHERSBURG, MD 20878
(39.121125, -77.235515)"
BEL PRE BEER & WINE,2251 BEL PRE ROAD,SILVER SPRING,MD,20906,DBW103,On/Off-Premise,REAL ESTATE SERVICES INC.,"2251 BEL PRE ROAD
SILVER SPRING, MD 20906
(39.090491, -77.048388)"
PASSAGE TO INDIA,4931 CORDELL AVE,BETHESDA,MD,20814,BBWLHR368,On Premise,PASSAGE TO INDIA INC.,"4931 CORDELL AVE
BETHESDA, MD 20814
(38.988543, -77.098926)"
WINGSTOP - SILVER SPRING,13633 CONNECTICUT AVENUE,SILVER SPRING,MD,20906,BBWLHR845,On Premise,"REDCOW POLITY IV, LLC","13633 CONNECTICUT AVENUE
SILVER SPRING, MD 20906
(39.078366, -77.080723)"
SOL Y MAR,2407 PRICE AVENUE,SILVER SPRING,MD,20902,BBWLHR849,On Premise,"SANDOVAL & SANDOVAL, INC","2407 PRICE AVENUE
SILVER SPRING, MD 20902
(39.040242, -77.050703)"
SILVER,7150 WOODMONT AVENUE,BETHESDA,MD,20814,BBWLHR22814,On Premise,"SILVER BETHESDA, LLC","7150 WOODMONT AVENUE
BETHESDA, MD 20814
(38.981485, -77.095784)"
DRYBAR,4840 BETHESDA AVENUE,BETHESDA,MD,20814,SBSBW0005,On Premise,"DRYBAR HOLDINGS, LLC","4840 BETHESDA AVENUE
BETHESDA, MD 20814
(38.980895, -77.096956)"
CAMPEON,902 MERRIMAC DRIVE,TAKOMA PARK,MD,20912,HBW321,On Premise,"CAMPEON, INC","902 MERRIMAC DRIVE
TAKOMA PARK, MD 20912
(38.992363, -76.99251)"
THE BARKING DOG,4723 ELM STREET,BETHESDA,MD,20814,BBWLHR205,On Premise,SMC INC,"4723 ELM STREET
BETHESDA, MD 20814
(38.982174, -77.095184)"
NAVA THAI RESTAURANT,11301 FERN STREET,SILVER SPRING,MD,20902,BBWLHR535,On Premise,NAVA THAI RESTAURANT CORPORATI,"11301 FERN STREET
SILVER SPRING, MD 20902
(39.040344, -77.049529)"
LE PAIN QUOTIDIEN - BETHESDA,7140 BETHESDA LANE,BETHESDA,MD,20814,BBWLHR526,On Premise,"PQ BETHESDA, INC.","7140 BETHESDA LANE
BETHESDA, MD 20814
(38.98159, -77.097706)"
NIBBLER,18556 WOODFIELD ROAD,GAITHERSBURG,MD,20879,HBW083,On Premise,NIBBLER INC.,"18556 WOODFIELD ROAD
GAITHERSBURG, MD 20879
(39.16112, -77.158917)"
PARTY TIME BEER & WINE,11443 GEORGIA AVE,SILVER SPRING,MD,20902,ABW095,Off Premise,NONE,"11443 GEORGIA AVE
SILVER SPRING, MD 20902
(39.042484, -77.05194)"
GRILLMARX STEAKHOUSE,18149 TOWN CENTER DRIVE,OLNEY,MD,20832,BBWLHR658,On Premise,"GRILLMARX, LLC","18149 TOWN CENTER DRIVE
OLNEY, MD 20832
(39.151736, -77.061839)"
JEWEL OF INDIA,10151 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20903,BBWLHR661,On Premise,"JEWEL OF INDIA, CORP.","10151 NEW HAMPSHIRE AVE
SILVER SPRING, MD 20903
(39.021404, -76.976903)"
EL ENCANTO,"8035 SNOUFFER SCHOOL ROAD, #1",GAITHERSBURG,MD,20879,HBW19272,On Premise,"EL ENCANTO, INC.","8035 SNOUFFER SCHOOL ROAD, #1
GAITHERSBURG, MD 20879
(39.160773, -77.163002)"
VILLAGE CAFE,19230 MONTGOMERY VILLAGE AVE,MONTGOMERY VILLAGE,MD,20886,BBWLHR118,On Premise,MONTGOMERY VILLAGE PIZZA & PUB,"19230 MONTGOMERY VILLAGE AVE
MONTGOMERY VILLAGE, MD 20886
(39.172062, -77.203832)"
NEW KAM FONG RESTAURANT,"2400 UNIVERSITY BLVD, WEST",SILVER SPRING,MD,20902,HBW242,On Premise,"NEW KAM FONG RESTAURANT, INC.","2400 UNIVERSITY BLVD, WEST
SILVER SPRING, MD 20902
(39.041565, -77.050539)"
COUNTRY CHICKEN - POLLO SABROSO,11216 GRANDVIEW AVE,SILVER SPRING,MD,20902,BBWLHR69000,On Premise,MD CAMACO CORP.,"11216 GRANDVIEW AVE
SILVER SPRING, MD 20902
(39.038832, -77.052324)"
LEDO PIZZA - WHEATON,"2638 UNIVERSITY BLVD, WEST",SILVER SPRING,MD,20902,HBW176,On Premise,SHRI CORPORATION,"2638 UNIVERSITY BLVD, WEST
SILVER SPRING, MD 20902
(39.040721, -77.053876)"
ROSSMOOR LEISURE WORLD,3700 ROSSMOOR BLVD,SILVER SPRING,MD,20906,CBWLCC001,On Premise,"MARYLAND CLUBHOUSE SERV., INC.","3700 ROSSMOOR BLVD
SILVER SPRING, MD 20906
(39.10095, -77.074651)"
KOI ASIAN CUISINE,12046 CHERRY HILL RD,SILVER SPRING,MD,20904,BBWLHR21737,On Premise,"Jasmine Garden, LLC","12046 CHERRY HILL RD
SILVER SPRING, MD 20904
(39.054246, -76.953598)"
SAFFRON INDIAN CUISINE,1321-C ROCKVILLE PIKE,ROCKVILLE,MD,20852,BBWLHR20277,On Premise,"MARIA FOODS, INC","1321-C ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.068705, -77.130007)"
SEIBELS RESTAURANT,15540 OLD COLUMBIA PIKE,BURTONSVILLE,MD,20866,BBWLHR144,On Premise,"SEIBEL'S DAIRY BAR, INC.","15540 OLD COLUMBIA PIKE
BURTONSVILLE, MD 20866
(39.110479, -76.933921)"
MANOR COUNTRY CLUB,14901 CARROLTON ROAD,ROCKVILLE,MD,20853,CBWLCC017,On Premise,"MANOR COUNTRY CLUB, INC.","14901 CARROLTON ROAD
ROCKVILLE, MD 20853
(39.100316, -77.086427)"
WHITE OAK CONVENIENCE STORE,11407 LOCKWOOD DRIVE,SILVER SPRING,MD,20904,ABW159,Off Premise,WHITE OAK CONVENIENCE STORE,"11407 LOCKWOOD DRIVE
SILVER SPRING, MD 20904
(39.040695, -76.988389)"
PASSION FIN ASIAN BISTRO,4611 SANGAMORE ROAD,BETHESDA,MD,20816,BBWLHR722,On Premise,"PASSION SUSHI, INC.","4611 SANGAMORE ROAD
BETHESDA, MD 20816
(38.94866, -77.119725)"
IL PORTO,245 MUDDY BRANCH ROAD,GAITHERSBURG,MD,20878,BBWLHR235,On Premise,"JCD,INC.","245 MUDDY BRANCH ROAD
GAITHERSBURG, MD 20878
(39.129366, -77.20798)"
LEBANESE TAVERNA - BETHESDA,7141 ARLINGTON ROAD,BETHESDA,MD,20814,BBWLHR496,On Premise,"LEBANESE TAVERNA BETHESDA, INC","7141 ARLINGTON ROAD
BETHESDA, MD 20814
(38.982135, -77.098491)"
NANTUCKET'S REEF,9755 TRAVILLE GATEWAY DRIVE,ROCKVILLE,MD,20850,BBWLHR799,On Premise,"ACK RESTAURANT GROUP, LLC","9755 TRAVILLE GATEWAY DRIVE
ROCKVILLE, MD 20850
(39.091962, -77.203789)"
BOMBAY INDIAN RESTAURANT,11229 NEW HAMPSHIRE AVENUE,SILVER SPRING,MD,20904,HBW344,On Premise,"RAINE & RYAN, INC.","11229 NEW HAMPSHIRE AVENUE
SILVER SPRING, MD 20904
(39.040291, -76.99078)"
MI MARIACHI LATIN RESTAURANT,"2715 UNIVERSITY BLVD, WEST",SILVER SPRING,MD,20902,BBWLHR23047,On Premise,"MI MARIACHI LATIN RESTAURANT, INC","2715 UNIVERSITY BLVD, WEST
SILVER SPRING, MD 20902
(39.039582, -77.056347)"
BELLA MODA,10118 RIVER ROAD,POTOMAC,MD,20854,SBSBW18693,On Premise,DOGAN BEAUTY SALON LLC,"10118 RIVER ROAD
POTOMAC, MD 20854
(39.017801, -77.208746)"
SKKY MARKET,108 OLDE TOWNE AVE,GAITHERSBURG,MD,20877,ABWS125,Off Premise,"AYALA ANDRADE, INC.","108 OLDE TOWNE AVE
GAITHERSBURG, MD 20877
(39.140701, -77.194726)"
"STEVES BEER, WINE & DELI",12132 DARNESTOWN ROAD,GAITHERSBURG,MD,20878,DBW043,On/Off-Premise,MANHO CORPORATION,"12132 DARNESTOWN ROAD
GAITHERSBURG, MD 20878
(39.117525, -77.251935)"
FENWICK BEER & WINE,1327 FENWICK LANE,SILVER SPRING,MD,20910,DBW117,On/Off-Premise,"CAT MAN DO, INC.","1327 FENWICK LANE
SILVER SPRING, MD 20910
(38.996817, -77.032505)"
"ROLLINS BEER, WINE & DELI",151 ROLLINS AVE,ROCKVILLE,MD,20852,DBW031,On/Off-Premise,"EASTWARD, INC.","151 ROLLINS AVE
ROCKVILLE, MD 20852
(39.058698, -77.123729)"
CORK 57 BEER & WINE,4910 BETHESDA AVE,BETHESDA,MD,20814,DBW102,On/Off-Premise,NONE,"4910 BETHESDA AVE
BETHESDA, MD 20814
(38.980817, -77.098948)"
ATU TRAINING & EDUCATION CENTER,10000 NEW HAMPSHIRE AVENUE,SILVER SPRING,MD,20903,BBWLCT26487,On Premise,"ATU TRAINING & EDUCATION CEN, INC","10000 NEW HAMPSHIRE AVENUE
SILVER SPRING, MD 20903
(39.022221, -76.97755)"
I ROCK KARAOKE LOUNGE,15964 SHADY GROVE ROAD,GAITHERSBURG,MD,20877,DBWL001,On Premise,"BRICKSTONE, LLC","15964 SHADY GROVE ROAD
GAITHERSBURG, MD 20877
(39.118792, -77.182787)"
EL RINCONCITO CAFE,9423 GEORGIA AVE,SILVER SPRING,MD,20910,BBWLHR810,On Premise,EL RINCONCITO CAFE INC.,"9423 GEORGIA AVE
SILVER SPRING, MD 20910
(39.009162, -77.040419)"
POSITANO RISTORANTE ITALIANO,4940 FAIRMONT AVE,BETHESDA,MD,20814,BBWLHR171,On Premise,"MANGIARE, INC.","4940 FAIRMONT AVE
BETHESDA, MD 20814
(38.987611, -77.097439)"
SEVEN-ELEVEN STORE,14101 GEORGIA AVE.,SILVER SPRING,MD,20906,ABW100,Off Premise,MCMAHON-DENT INC.,"14101 GEORGIA AVE.
SILVER SPRING, MD 20906
(39.085052, -77.078294)"
BETHESDA ROW CAFE,7235 WOODMONT AVE,BETHESDA,MD,20814,BBWLHR777,On Premise,"CINEMA BEVERAGES HOLDING CO, L","7235 WOODMONT AVE
BETHESDA, MD 20814
(38.981345, -77.095615)"
THE STONEHOUSE GRILLE,18701 NORTH FREDERICK ROAD,GAITHERSBURG,MD,20879,BBWLHR822,On Premise,"MERALATA, INC.","18701 NORTH FREDERICK ROAD
GAITHERSBURG, MD 20879
(39.162363, -77.224722)"
GRAPESEED,4865 CORDELL AVE,BETHESDA,MD,20814,BBWLHR124,On Premise,"VIN RESTAURANT CONCEPTS ,INC.","4865 CORDELL AVE
BETHESDA, MD 20814
(38.989752, -77.097776)"
ZEN ASIAN GRILL SUSHI,15602 OLD COLUMBIA PIKE,BURTONSVILLE,MD,20866,BBWLHR654,On Premise,ZEN-AN CORPORATION,"15602 OLD COLUMBIA PIKE
BURTONSVILLE, MD 20866
(39.112066, -76.93258)"
BETE ETHIOPIAN CUISINE & CAFE,811 ROEDER ROAD,SILVER SPRING,MD,20910,HBW254,On Premise,"TADELECH ZEKELE DUBALE, INC.","811 ROEDER ROAD
SILVER SPRING, MD 20910
(38.997632, -77.025895)"
BARREL & CROW,4867 CORDELL AVENUE,BETHESDA,MD,20814,BBWLHR20279,On Premise,"FREDDY'S LOBSTER & CLAMS, LLC","4867 CORDELL AVENUE
BETHESDA, MD 20814
(38.989812, -77.097717)"
EL ANDARIEGO,5 OLNEY SANDY SPRING ROAD,ASHTON,MD,20861,BBWLHR111,On Premise,EL ANDARIEGO,"5 OLNEY SANDY SPRING ROAD
ASHTON, MD 20861
(39.149311, -77.012764)"
GOLF ULTRA LOUNGE,8123 GEORGIA AVE,SILVER SPRING,MD,20910,BBWLHR21250,On Premise,MXM LLC,"8123 GEORGIA AVE
SILVER SPRING, MD 20910
(38.991188, -77.026398)"
T.G.I. FRIDAYS - SILVER SPRING,12281 TECH ROAD,SILVER SPRING,MD,20904,BBWLHR366,On Premise,"ATLANTA RESTAURANT PARTNERS, L","12281 TECH ROAD
SILVER SPRING, MD 20904
(39.056538, -76.967159)"
PASSION NAIL SPA - CLARKSBURG,"12051 CHESTNUT BRANCH WAY, C-2",CLARKSBURG,MD,20871,SBSBW0004,On Premise,"KCD NGUYEN II, LLC","12051 CHESTNUT BRANCH WAY, C-2
CLARKSBURG, MD 20871
(39.231073, -77.251252)"
MANDALAY RESTAURANT & CAFE,930 BONIFANT STREET,SILVER SPRING,MD,20910,BBWLHR373,On Premise,"MANDALAY ENTERPRISES, INC.","930 BONIFANT STREET
SILVER SPRING, MD 20910
(38.993846, -77.0253)"
AL SOSPIRO TRATTORIA,18035 GEORGIA AVE,OLNEY,MD,20832,BBWLHR425,On Premise,TT & C LLC,"18035 GEORGIA AVE
OLNEY, MD 20832
(39.151658, -77.06672)"
SATSUMA,8003 NORFOLK AVE,BETHESDA,MD,20814,BBWLHR474,On Premise,"JAPAN RESTAURANT SERVICES,LLC","8003 NORFOLK AVE
BETHESDA, MD 20814
(38.989943, -77.098994)"
"GLENMONT BEER, WINE & DELI",12351 GEORGIA AVE,SILVER SPRING,MD,20906,ABW176,Off Premise,"JYL,INC.","12351 GEORGIA AVE
SILVER SPRING, MD 20906
(39.059317, -77.050221)"
PUENTE DE ORO RESTAURANT,11123 VEIRS MILL ROAD,SILVER SPRING,MD,20902,BBWLHR24387,On Premise,"CASTRO & CEDILLOS, INC","11123 VEIRS MILL ROAD
SILVER SPRING, MD 20902
(39.038047, -77.052296)"
TWINBROOK DELICATESSEN,2208 VEIRS MILL ROAD,ROCKVILLE,MD,20851,ABW148,Off Premise,SANAIE CORPORATION,"2208 VEIRS MILL ROAD
ROCKVILLE, MD 20851
(39.074665, -77.114546)"
FRIENDSHIP GOURMET MARKET,5550 FRIENDSHIP BLVD,CHEVY CHASE,MD,20815,DBW082,On/Off-Premise,"TAAF, LLC","5550 FRIENDSHIP BLVD
CHEVY CHASE, MD 20815
(38.964038, -77.089536)"
THE DISH & DRAM,10301 KENSINGTON PARKWAY,KENSINGTON,MD,20895,BKBWLHR26097,On Premise,"LEFTFORK, INC","10301 KENSINGTON PARKWAY
KENSINGTON, MD 20895
(39.024992, -77.071473)"
SAM'S PIZZA & SUBS,"RICHA ENTERPRISES, INC.",ROCKVILLE,MD,20855,DBW160,On/Off-Premise,15855 REDLAND ROAD,"RICHA ENTERPRISES, INC.
ROCKVILLE, MD 20855
"
NOVA EUROPA RESTAURANT,1311 LAMBERTON DRIVE,SILVER SPRING,MD,20902,BBWLHR091,On Premise,"NOVA EUROPA RESTURANT, INC.","1311 LAMBERTON DRIVE
SILVER SPRING, MD 20902
(39.040887, -77.029848)"
BROOKEVILLE FARMS COUNTRY INN,19501 GEORGIA AVE,BROOKEVILLE,MD,20833,BBWLHR186,On Premise,BKC LLC,"19501 GEORGIA AVE
BROOKEVILLE, MD 20833
(39.176469, -77.05827)"
MUSSEL BAR BY RW,7262 WOODMONT AVE,BETHESDA,MD,20814,BBWLHR592,On Premise,"BECMAR, LLC","7262 WOODMONT AVE
BETHESDA, MD 20814
(38.981963, -77.096055)"
DOMINIC'S ITALIAN GRILLE,12854 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904,BBWLHR804,On Premise,"PATRON ENTERPRISES, LLC","12854 NEW HAMPSHIRE AVE
SILVER SPRING, MD 20904
(39.066292, -77.000959)"
DIAMOND SQUARE BEER & WINE,38 BUREAU DRIVE,GAITHERSBURG,MD,20878,ABWS283,Off Premise,"J&J BEER AND WINE, INC.","38 BUREAU DRIVE
GAITHERSBURG, MD 20878
(39.143446, -77.217086)"
BACCHUS OF LEBANON,7945 NORFOLK AVE,BETHESDA,MD,20814,BBWLHR230,On Premise,"U.H.B., INC.","7945 NORFOLK AVE
BETHESDA, MD 20814
(38.989702, -77.098601)"
ANTOJITOS RESTAURANT,"12 EAST DIAMOND AVE, UNIT E",GAITHERSBURG,MD,20877,BDBWLHR1062189,On Premise,"ANTOJITOS RESTAURANT, INC.","12 EAST DIAMOND AVE, UNIT E
GAITHERSBURG, MD 20877
(39.141704, -77.198236)"
PETER CHANG'S CHINA BISTRO,20-A MARYLAND AVENUE,ROCKVILLE,MD,20850,HBW20013,On Premise,"PETER CHANGE NINE, LLC","20-A MARYLAND AVENUE
ROCKVILLE, MD 20850
(39.07961, -77.154652)"
QUINCYS SOUTH BAR & GRILLE,11401 WOODGLEN DRIVE,ROCKVILLE,MD,20852,BBWLHR831,On Premise,"THE RAT PACK OF MD, LLC","11401 WOODGLEN DRIVE
ROCKVILLE, MD 20852
(39.043577, -77.113422)"
QUICK STOP BEER & WINE,"21101 FREDERICK ROAD, UNIT A",GERMANTOWN,MD,20876,ABWS267,Off Premise,"LEW LIQUORS, LLC.","21101 FREDERICK ROAD, UNIT A
GERMANTOWN, MD 20876
(39.203746, -77.245729)"
POLLO-MEX,13436 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904,BBWLHR659,On Premise,"LATIN FLAVOR GROUP, INC.","13436 NEW HAMPSHIRE AVE
SILVER SPRING, MD 20904
(39.07648, -77.001881)"
TAKOMA PARK SILVER SPRING COOP,201 ETHAN ALLEN AVENUE,TAKOMA PARK,MD,20912,ABWS21343,Off Premise,TAKOMA PARK SILVER SPRING COOP,"201 ETHAN ALLEN AVENUE
TAKOMA PARK, MD 20912
(38.978047, -77.005855)"
CAVA MEZZE GRILL,4832 BETHESDA AVE,BETHESDA,MD,20814,BBWLHR633,On Premise,"CAVAMEZZE GRILL BETHESDA, LLC","4832 BETHESDA AVE
BETHESDA, MD 20814
(38.980905, -77.096705)"
TARA ASIA,"199 EAST MONTGOMERY AVE, UNIT D",ROCKVILLE,MD,20850,BBWLHR130,On Premise,"TARA ASIA, INC.","199 EAST MONTGOMERY AVE, UNIT D
ROCKVILLE, MD 20850
(39.084089, -77.150358)"
LOS COBANOS RESTAURANT,11210 GRANDVIEW AVE,SILVER SPRING,MD,20902,BBWLHR008,On Premise,"MERSAL, INC.","11210 GRANDVIEW AVE
SILVER SPRING, MD 20902
(39.038672, -77.052318)"
KENWOOD GOLF & COUNTRY CLUB,5601 RIVER ROAD,BETHESDA,MD,20816,CBWLCC014,On Premise,"KENWOOD GOLF & CC., INC.","5601 RIVER ROAD
BETHESDA, MD 20816
(38.970382, -77.114403)"
DOGFISH HEAD ALEHOUSE,800 W. DIAMOND AVE,GAITHERSBURG,MD,20878,BBWLHR337,On Premise,"JMGM GROUP, LLC","800 W. DIAMOND AVE
GAITHERSBURG, MD 20878
(39.141584, -77.217209)"
SMOKE BBQ,4858 CORDELL AVE,BETHESDA,MD,20814,BBWLHR756,On Premise,"DESIGNS BY M, LLP","4858 CORDELL AVE
BETHESDA, MD 20814
(38.990235, -77.097299)"
SOLE D'ITALIA RESTAURANT,14324 LAYHILL ROAD,SILVER SPRING,MD,20906,BBWLHR286,On Premise,"ANTONICOLA, INC.","14324 LAYHILL ROAD
SILVER SPRING, MD 20906
(39.09091, -77.044945)"
BEER & WINE INTERNATIONAL,"4011 NORBECK ROAD, UNIT B",ROCKVILLE,MD,20853,ABW218,Off Premise,"AKSHAT, LLC","4011 NORBECK ROAD, UNIT B
ROCKVILLE, MD 20853
(39.109483, -77.077695)"
EZ MART & CAFE,5901 MONTROSE ROAD,ROCKVILLE,MD,20852,DBW274,On/Off-Premise,"RICHA LLC,","5901 MONTROSE ROAD
ROCKVILLE, MD 20852
(39.052973, -77.1192)"
TIA OCHI,806 BALTIMORE ROAD,ROCKVILLE,MD,20851,DBW012,On/Off-Premise,"TIA OCHI, INC.","806 BALTIMORE ROAD
ROCKVILLE, MD 20851
(39.084451, -77.135265)"
WHEATON WINERY,"2211 UNIVERSITY BLVD, WEST, UNIT B",SILVER SPRING,MD,20902,ABW139,Off Premise,JOHNNY & PRUM INC.,"2211 UNIVERSITY BLVD, WEST, UNIT B
SILVER SPRING, MD 20902
(39.041539, -77.049039)"
DON RAMON RESTAURANT,13816 OLD COLUMBIA PIKE,SILVER SPRING,MD,20904,BBWLHR22080,On Premise,"RC ARBAIZA ENTERPRISE, INC","13816 OLD COLUMBIA PIKE
SILVER SPRING, MD 20904
(39.083266, -76.952083)"
SILVER SPRING HILTON HOTEL,8727 COLESVILLE ROAD,SILVER SPRING,MD,20910,BBWLHM017,On Premise,HOSPITALITY ASSOCIATES OF SS,"8727 COLESVILLE ROAD
SILVER SPRING, MD 20910
(38.998592, -77.02633)"
TANDOORI NIGHTS,106 MARKET STREET,GAITHERSBURG,MD,20878,BBWLHR696,On Premise,"DLV, LLC.","106 MARKET STREET
GAITHERSBURG, MD 20878
(39.122874, -77.234917)"
FAMILY MARKET,15432 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20905,ABW056,Off Premise,"BAGZ,INC.","15432 NEW HAMPSHIRE AVE
SILVER SPRING, MD 20905
(39.109082, -76.99748)"
RUANG KHAO THAI CUISINE,939 BONIFANT STREET,SILVER SPRING,MD,20910,BBWHR24321,On/Off-Premise,TON KHAO RESTAURANT THAI CUISINE,"939 BONIFANT STREET
SILVER SPRING, MD 20910
(38.993884, -77.025216)"
FUDDRUCKERS,"1592 ROCKVILLE PIKE, UNIT A",ROCKVILLE,MD,20852,BBWLHR643,On Premise,LUBY'S FUDDRUCKERS RESTAURANTS,"1592 ROCKVILLE PIKE, UNIT A
ROCKVILLE, MD 20852
(39.062807, -77.124766)"
IRISH INN AT GLEN ECHO,6119 TULANE AVE,GLEN ECHO,MD,20812,BBWLHR101,On Premise,"BALLYMAHON, CORP.","6119 TULANE AVE
GLEN ECHO, MD 20812
(38.965169, -77.137015)"
CHIPOTLE MEXICAN GRILL - KENTLANDS,96 MAIN STREET,GAITHERSBURG,MD,20878,BBWLHR541,On Premise,CHIPOTLE MEXICAN GRILL OF MARY,"96 MAIN STREET
GAITHERSBURG, MD 20878
(39.124758, -77.237171)"
DEMPSEYS OF ASHTON,1 OLNEY SANDY SPRING ROAD,ASHTON,MD,20861,BBWLHR731,On Premise,IRM SLONIN INC MICHAEL SLONIN,"1 OLNEY SANDY SPRING ROAD
ASHTON, MD 20861
(39.149308, -77.01288)"
LAREDO GRILLE,347 MUDDY BRANCH ROAD,GAITHERSBURG,MD,20878,BBWLHR258,On Premise,LAREDO GRILLE INC.,"347 MUDDY BRANCH ROAD
GAITHERSBURG, MD 20878
(39.126948, -77.210595)"
CONVENIENCE EXPRESS,948 WAYNE AVE,SILVER SPRING,MD,20910,ABW030,Off Premise,"JOACHIM & JOYCE, INC.","948 WAYNE AVE
SILVER SPRING, MD 20910
(38.994573, -77.025832)"
RENATO'S @ RIVER FALLS,10120 RIVER ROAD,POTOMAC,MD,20854,BBWLHR1051306,On Premise,POTOMAC RESTAURANT GROUP,"10120 RIVER ROAD
POTOMAC, MD 20854
(39.017785, -77.208722)"
DON POLLO OF GAITHERSBURG,9083 GAITHER ROAD,GAITHERSBURG,MD,20878,BBWLHR18665,On Premise,"DON POLLO OF GAITHERSBURG, INC","9083 GAITHER ROAD
GAITHERSBURG, MD 20878
(39.117542, -77.185807)"
LESAAC CAFE,8200 FENTON STREET,SILVER SPRING,MD,20910,BBWLHR708,On Premise,LESAAC INC.,"8200 FENTON STREET
SILVER SPRING, MD 20910
(38.99189, -77.024021)"
THE BURGER JOINT - GAITHERSBURG,229 BOARD WALK PLACE,GAITHERSBURG,MD,20878,BBWLHR726,On Premise,"BGR WASHINGTONIAN, LLC","229 BOARD WALK PLACE
GAITHERSBURG, MD 20878
(39.116834, -77.198406)"
QUENCH! BEER & WINE,13423 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904,BDBWLHR1056030,On/Off-Premise,"BREW 1729, INC.","13423 NEW HAMPSHIRE AVE
SILVER SPRING, MD 20904
(39.07618, -77.001741)"
QUALITY BEER & WINE,13826 OLD COLUMBIA PIKE,SILVER SPRING,MD,20904,ABW1071811,Off Premise,"BONG & KWON, INC","13826 OLD COLUMBIA PIKE
SILVER SPRING, MD 20904
(39.083744, -76.951534)"
DERWOOD BEER & WINE,17601 REDLAND ROAD,DERWOOD,MD,20855,DBW133,On/Off-Premise,"SUBH LAXMI, INC.","17601 REDLAND ROAD
DERWOOD, MD 20855
(39.143931, -77.144644)"
LAKEWOOD COUNTRY CLUB,13901 GLEN MILL ROAD,ROCKVILLE,MD,20850,CBWLCC015,On Premise,LAKEWOOD COUNTRY CLUB INC,"13901 GLEN MILL ROAD
ROCKVILLE, MD 20850
(39.08403, -77.197986)"
